Timestamp,Sender,retr,retr.total,cwnd,ssthresh
1622716199.256264,172.10.0.2:56302,0,71,42,35
1622716199.274044,172.10.0.2:56302,0,71,42,35
1622716199.291652,172.10.0.2:56302,0,71,42,35
1622716199.308838,172.10.0.2:56302,0,71,42,35
1622716199.326071,172.10.0.2:56302,0,71,42,35
1622716199.344611,172.10.0.2:56302,0,71,42,35
1622716199.361695,172.10.0.2:56302,0,71,42,35
1622716199.378947,172.10.0.2:56302,0,71,42,35
1622716199.396803,172.10.0.2:56302,0,71,42,35
1622716199.414803,172.10.0.2:56302,0,71,42,35
1622716199.432679,172.10.0.2:56302,0,71,42,35
1622716199.451125,172.10.0.2:56302,0,71,42,35
1622716199.468850,172.10.0.2:56302,0,71,42,35
1622716199.486294,172.10.0.2:56302,0,71,42,35
